name,att1,att2,att3,att4,att5,att6,is_train,target,prediction
377,0.0,3.0,1.0,135.0608614,1.30375398,3247.02074838,1,1,
385,0.0,2.0,0.0,134.6068614,1.31643858,2984.78231082,1,1,
519,0.0,2.0,0.0,202.9268614,2.33505638,11790.59091145,1,2,
602,0.0,2.0,0.0,137.7428614,1.52525276,3801.70695583,1,3,
1522,0.0,3.0,1.0,163.5608614,1.79056635,6611.49408866,1,7,
148,1.0,0.0,0.0,131.2568614,1.23698114,1638.09003059,1,0,
163,1.0,0.0,0.0,137.8808614,1.3616139,1769.86700029,1,0,
1186,0.0,3.0,1.0,179.4808614,1.86626927,10479.96941384,1,5,
1612,1.0,1.0,1.0,134.3248614,1.28540972,2131.00323717,1,8,
473,0.0,2.0,0.0,200.6128614,2.19288939,12560.34517675,1,2,
511,0.0,2.0,0.0,185.6768614,1.995461,11184.70834278,1,2,
1179,0.0,3.0,1.0,180.5488614,1.81437358,10620.25549976,1,5,
1695,2.0,0.0,2.0,132.0098614,1.33853879,2065.70285147,1,8,
1575,0.0,2.0,0.0,149.2708614,1.60072622,5011.89949289,1,7,
649,0.0,2.0,0.0,165.4628614,1.60856847,7739.40695489,1,3,
1267,1.0,1.0,1.0,137.0228614,1.34655623,3593.77474835,1,6,
1481,0.0,2.0,0.0,144.5388614,1.64817752,4699.55363577,1,7,
882,0.0,4.0,2.0,167.8528614,1.76833376,8463.83579573,1,4,
1633,2.0,0.0,2.0,132.9518614,1.35599714,2153.69858155,1,8,
1261,1.0,1.0,1.0,138.3608614,1.35315224,3787.67129162,1,6,
1226,1.0,1.0,1.0,136.0208614,1.39002657,3244.83123599,1,6,
508,0.0,2.0,0.0,171.7648614,1.80702827,7563.38315232,1,2,
978,0.0,3.0,1.0,161.2048614,1.79896525,6392.07571344,1,4,
1732,2.0,0.0,2.0,133.3168614,1.38063283,2400.04986685,1,8,
1813,1.0,1.0,1.0,134.1108614,1.38792057,3158.13162882,1,9,
1753,2.0,0.0,2.0,131.9188614,1.36523545,1860.01158716,1,8,
37,1.0,0.0,0.0,133.2328614,1.3696479,1747.26385688,1,0,
289,0.0,3.0,1.0,136.6168614,1.40443577,3771.59764983,1,1,
201,0.0,2.0,0.0,136.8068614,1.44428813,3560.92153023,1,1,
75,1.0,0.0,0.0,129.6768614,1.27359277,1830.09705727,1,0,
427,0.0,2.0,0.0,168.8368614,1.91278648,8950.94707588,1,2,
221,0.0,2.0,0.0,129.2888614,1.25764533,2621.69057036,1,1,
1875,1.0,1.0,1.0,130.3808614,1.48673376,3279.72721077,1,9,
581,0.0,2.0,0.0,186.0488614,2.01859288,11075.25996706,1,2,
869,0.0,2.0,0.0,162.5688614,1.74966161,7734.96519969,1,4,
1232,1.0,1.0,1.0,134.1108614,1.38792057,3158.13162882,1,6,
615,0.0,4.0,2.0,184.0288614,1.76409537,9560.24593987,1,3,
1231,1.0,1.0,1.0,133.6968614,1.49082372,3368.27709314,1,6,
1654,2.0,0.0,2.0,132.7208614,1.26642228,1747.68578079,1,8,
223,0.0,3.0,1.0,133.9608614,1.31407528,3187.257526,1,1,
1119,0.0,3.0,1.0,226.4628614,2.32190325,17572.19994308,1,5,
331,0.0,2.0,0.0,140.9908614,1.22103564,2197.88216167,1,1,
322,0.0,3.0,1.0,144.3988614,1.52550653,5269.59516656,1,1,
339,0.0,3.0,1.0,143.8288614,1.45932279,5085.7627235,1,1,
1280,1.0,1.0,1.0,131.5048614,1.51447201,3631.0045409,1,6,
875,0.0,3.0,1.0,172.4668614,1.73757155,8243.74340778,1,4,
1067,0.0,3.0,1.0,205.4408614,2.00078727,14158.11916279,1,5,
536,0.0,2.0,0.0,180.2668614,2.04392822,10484.02125131,1,2,
315,0.0,2.0,0.0,144.4728614,1.35175941,3132.83358873,1,1,
1699,2.0,0.0,2.0,139.3368614,1.32576532,2369.10541916,1,8,
951,0.0,2.0,0.0,153.2808614,1.70653613,7560.467361,1,4,
300,0.0,3.0,1.0,140.5688614,1.33748758,3745.48718433,1,1,
763,0.0,4.0,2.0,184.4528614,2.0846658,10399.71566268,1,3,
1520,0.0,2.0,0.0,158.2428614,1.69084114,6450.00121073,1,7,
424,0.0,2.0,0.0,197.2628614,2.08986041,9520.67375104,1,2,
325,0.0,2.0,0.0,143.8768614,1.55758278,4703.26915407,1,1,
582,0.0,2.0,0.0,198.6268614,2.10431102,11288.75065106,1,2,
1126,0.0,3.0,1.0,204.4168614,2.03368535,14748.10814068,1,5,
1992,1.0,1.0,1.0,153.2568614,1.66774773,5103.71986701,1,9,
344,0.0,2.0,0.0,128.8188614,1.47861823,3001.15167846,1,1,
1986,1.0,1.0,1.0,139.6188614,1.38558598,3607.86202134,1,9,
741,0.0,3.0,1.0,187.2888614,1.96488831,10659.02500605,1,3,
1846,1.0,2.0,2.0,159.5988614,1.60895529,5502.82720887,1,9,
703,0.0,2.0,0.0,154.5048614,1.62771228,6124.55730439,1,3,
253,0.0,2.0,0.0,130.0678614,1.47237782,3410.53577225,1,1,
4,1.0,0.0,0.0,127.2628614,1.32963668,1647.72023493,1,0,
1516,0.0,2.0,0.0,164.2888614,1.75923336,7185.35235851,1,7,
80,1.0,0.0,0.0,130.2308614,1.31710131,1669.67378929,1,0,
1169,0.0,3.0,1.0,209.1128614,2.03171144,14793.9348873,1,5,
980,0.0,3.0,1.0,176.3948614,1.88344649,9628.85020876,1,4,
1646,2.0,0.0,2.0,133.0848614,1.32982522,1885.38738276,1,8,
1017,0.0,3.0,1.0,224.4038614,2.27245103,16731.34824914,1,5,
340,0.0,2.0,0.0,132.2908614,1.30721225,3196.2958112,1,1,
81,1.0,0.0,0.0,128.9738614,1.31114707,1752.9112564,1,0,
762,0.0,4.0,2.0,175.9748614,1.89119403,9061.17502745,1,3,
1596,0.0,2.0,0.0,147.9128614,1.65452163,4736.96285255,1,7,
631,0.0,2.0,0.0,183.1448614,2.03427634,9036.09197813,1,3,
1172,0.0,3.0,1.0,214.3558614,2.0826517,15228.18159088,1,5,
1725,2.0,0.0,2.0,126.0388614,1.2665911,1692.11489912,1,8,
1521,0.0,3.0,1.0,149.3528614,1.74641367,5238.07418614,1,7,
568,0.0,2.0,0.0,203.8548614,2.17821002,12826.22557231,1,2,
1665,2.0,0.0,2.0,135.2838614,1.40670215,2188.46252681,1,8,
1604,2.0,0.0,2.0,141.0648614,1.35068492,2055.06725028,1,8,
673,0.0,3.0,1.0,174.2628614,1.90629051,9209.63708326,1,3,
1350,1.0,1.0,1.0,141.9828614,1.50103561,3979.94990023,1,6,
1199,0.0,3.0,1.0,191.8948614,1.87109434,11377.51030788,1,5,
872,0.0,4.0,2.0,156.0188614,1.67067678,7963.75628134,1,4,
1834,1.0,1.0,1.0,134.4328614,1.36222755,3336.49621124,1,9,
806,0.0,3.0,1.0,170.1368614,1.94324951,8860.47527332,1,4,
1054,0.0,3.0,1.0,192.0848614,2.13357714,11188.26743756,1,5,
1629,2.0,0.0,2.0,136.8968614,1.38097298,2133.62480656,1,8,
1416,0.0,2.0,0.0,146.7308614,1.67044565,5143.93466753,1,7,
1814,1.0,1.0,1.0,143.3328614,1.55628436,4119.68680294,1,9,
1747,2.0,0.0,2.0,133.4748614,1.24136825,2036.58768042,1,8,
1332,1.0,1.0,1.0,144.7128614,1.46924272,4203.44581191,1,6,
1773,2.0,0.0,2.0,129.5628614,1.25288387,2117.85182135,1,8,
522,1.0,1.0,1.0,159.7228614,1.65744807,5540.35815029,1,2,
1799,2.0,0.0,2.0,122.5238614,1.20995903,1654.65170731,1,8,
1420,0.0,2.0,0.0,151.9488614,1.70369035,5481.2799088,1,7,
66,1.0,0.0,0.0,133.0188614,1.29469852,1813.31245177,1,0,
1256,1.0,1.0,1.0,135.1688614,1.54385606,3889.05858665,1,6,
959,0.0,3.0,1.0,179.9028614,1.82415887,9869.9873149,1,4,
437,0.0,2.0,0.0,188.5208614,1.94318243,10355.37655484,1,2,
1618,2.0,0.0,2.0,143.9678614,1.4314055,2188.28156225,1,8,
1467,0.0,2.0,0.0,149.5208614,1.89772546,7289.73660448,1,7,
1597,0.0,2.0,0.0,157.2168614,1.7083004,5667.70023437,1,7,
573,0.0,2.0,0.0,164.4968614,1.75514943,9084.26146575,1,2,
167,1.0,0.0,0.0,126.1868614,1.20892583,1580.81257289,1,0,
1400,0.0,2.0,0.0,138.7848614,1.62563547,4338.71658668,1,7,
928,0.0,4.0,1.0,157.6728614,1.76647456,6775.26588918,1,4,
657,0.0,3.0,1.0,203.5888614,1.90592654,13138.41713804,1,3,
1517,0.0,2.0,0.0,153.0568614,1.79902264,6496.40396237,1,7,
871,0.0,3.0,1.0,161.3448614,1.7202881,7030.03744137,1,4,
531,0.0,2.0,0.0,180.7548614,1.90825298,9236.34701673,1,2,
489,0.0,2.0,0.0,185.3208614,1.94155803,11312.41586538,1,2,
1802,1.0,1.0,1.0,161.7828614,1.62993224,5845.27094085,1,9,
498,0.0,2.0,0.0,172.0728614,2.06230344,9499.49056332,1,2,
388,0.0,3.0,1.0,136.6658614,1.33497178,3090.64487824,1,1,
22,1.0,0.0,0.0,132.4228614,1.23697413,1655.20500139,1,0,
1708,2.0,0.0,2.0,136.2028614,1.33124748,2239.21952735,1,8,
1478,0.0,2.0,0.0,161.1868614,1.87995206,6490.3229593,1,7,
23,1.0,0.0,0.0,129.2888614,1.25540818,1590.04207577,1,0,
1975,1.0,1.0,1.0,138.7168614,1.39488035,3507.90075771,1,9,
1614,2.0,0.0,2.0,128.9738614,1.33927138,1957.84935221,1,8,
1494,0.0,2.0,0.0,150.9648614,1.71169198,5378.15310402,1,7,
298,0.0,2.0,0.0,139.4198614,1.36105751,2385.08314296,1,1,
1930,1.0,1.0,1.0,135.1688614,1.53881899,3747.21926173,1,9,
1948,1.0,1.0,1.0,136.8728614,1.41841498,3703.13034691,1,9,
976,0.0,3.0,1.0,159.1528614,1.80745268,9255.02741174,1,4,
1352,1.0,1.0,1.0,155.6708614,1.47034744,5679.53696845,1,6,
1428,0.0,2.0,0.0,155.6708614,1.67909143,5771.40375449,1,7,
883,0.0,3.0,0.0,147.0608614,1.40728573,4731.5133327,1,4,
619,0.0,2.0,0.0,172.4348614,1.95040566,8179.28588948,1,3,
1268,1.0,1.0,1.0,131.2988614,1.42246366,3277.27553557,1,6,
935,0.0,3.0,1.0,168.5308614,1.64524762,7900.77406805,1,4,
1344,1.0,1.0,1.0,135.8388614,1.38093659,3486.65477566,1,6,
1987,1.0,1.0,1.0,142.9928614,1.52135919,4346.46458848,1,9,
240,0.0,3.0,1.0,140.3128614,1.48861655,5247.7614144,1,1,
574,0.0,2.0,0.0,204.6988614,2.07961675,12819.32766214,1,2,
1889,1.0,1.0,1.0,134.1448614,1.46413418,3608.45275311,1,9,
1221,1.0,1.0,1.0,141.5288614,1.5355598,3979.06929035,1,6,
353,0.0,3.0,1.0,145.2668614,1.46074448,4527.25694619,1,1,
1560,0.0,2.0,0.0,149.3528614,1.58452432,4844.88390185,1,7,
1681,2.0,0.0,2.0,127.2548614,1.28370749,2108.4814833,1,8,
1409,0.0,3.0,1.0,162.7168614,1.74365681,5910.43816619,1,7,
663,0.0,3.0,1.0,178.4568614,1.87482479,9784.33231859,1,3,
1379,1.0,1.0,1.0,131.5568614,1.43054341,3499.25746488,1,6,
981,0.0,3.0,1.0,171.7898614,1.93226761,8982.25641523,1,4,
1558,0.0,2.0,0.0,166.2148614,1.74985756,7366.93996723,1,7,
74,1.0,0.0,0.0,134.0188614,1.34507793,1871.81312587,1,0,
771,0.0,2.0,0.0,172.7488614,1.77000975,8960.33445838,1,3,
706,0.0,3.0,1.0,174.7928614,2.00300691,10477.24133759,1,3,
79,1.0,0.0,0.0,123.9458614,1.23928321,1634.67849399,1,0,
668,0.0,4.0,2.0,182.5088614,1.96569877,9698.37611408,1,3,
461,0.0,2.0,0.0,183.3848614,2.0626865,10864.25364229,1,2,
258,0.0,3.0,1.0,128.7768614,1.33813263,3486.8929624,1,1,
829,0.0,3.0,1.0,156.7788614,1.69228,7357.32408241,1,4,
794,0.0,3.0,1.0,185.1718614,2.0165491,10421.04733427,1,3,
293,1.0,2.0,2.0,124.0048614,1.38167139,2819.71004244,1,1,
381,0.0,2.0,0.0,140.6108614,1.33334428,3467.17007687,1,1,
1815,1.0,1.0,1.0,137.3768614,1.47853051,3882.01046533,1,9,
549,0.0,2.0,0.0,188.0988614,1.9298357,10866.63757555,1,2,
1891,1.0,1.0,1.0,138.4608614,1.41126221,3502.29950982,1,9,
1693,2.0,0.0,2.0,129.5948614,1.34571988,1765.41118987,1,8,
327,0.0,3.0,5.0,150.5438614,1.60169735,4951.45640119,1,1,
1368,1.0,1.0,1.0,134.6328614,1.50953883,3598.94277931,1,6,
1718,2.0,0.0,2.0,135.5328614,1.28883802,1940.11192581,1,8,
1043,0.0,2.0,0.0,213.3968614,2.17789238,14333.80085669,1,5,
1233,1.0,1.0,1.0,137.2208614,1.50904525,3737.86499584,1,6,
1866,1.0,1.0,1.0,128.1808614,1.30308544,2349.58260413,1,9,
669,0.0,3.0,1.0,175.7268614,1.85517172,8390.67616432,1,3,
143,1.0,0.0,0.0,131.9348614,1.35630432,1623.23803519,1,0,
1456,0.0,2.0,0.0,145.9288614,1.56488784,4618.57560839,1,7,
495,0.0,3.0,1.0,177.0418614,1.74194776,6955.24577816,1,2,
1425,0.0,2.0,0.0,170.8708614,1.89500751,7771.97990543,1,7,
379,0.0,2.0,0.0,123.3428614,1.43857051,2738.41596147,1,1,
510,0.0,2.0,0.0,205.9128614,2.03845218,12582.8078037,1,2,
369,0.0,2.0,0.0,144.5808614,1.34612235,3621.02675614,1,1,
1411,0.0,2.0,0.0,155.7868614,1.65278434,5409.0708972,1,7,
1137,0.0,3.0,1.0,214.8848614,2.14854451,14945.87190352,1,5,
122,1.0,0.0,0.0,132.5968614,1.31671428,1694.23106131,1,0,
291,0.0,3.0,1.0,132.6048614,1.26676563,3294.54294855,1,1,
1269,1.0,1.0,1.0,150.2048614,1.641882,4521.84676063,1,6,
742,0.0,3.0,1.0,172.4768614,1.93385565,10063.7127276,1,3,
1148,0.0,3.0,1.0,214.3558614,2.0826517,15228.18159088,1,5,
475,0.0,2.0,0.0,163.8498614,1.78434935,7033.617718,1,2,
135,0.0,2.0,0.0,231.2768614,2.38707988,15215.96441229,1,0,
1963,1.0,1.0,1.0,127.0808614,1.32501159,2986.68437693,1,9,
1529,0.0,3.0,0.0,151.1388614,1.77647857,5758.67875555,1,7,
999,0.0,3.0,1.0,161.5668614,1.8230868,8481.51096463,1,4,
1071,0.0,3.0,1.0,205.3328614,2.13653424,14118.85041117,1,5,
54,1.0,0.0,0.0,127.7668614,1.23262291,1604.78016155,1,0,
1541,0.0,2.0,0.0,164.9908614,1.83977609,7325.33290193,1,7,
1707,2.0,0.0,2.0,136.8308614,1.31852606,1918.84728599,1,8,
708,0.0,2.0,0.0,179.5148614,1.92644428,9187.86671976,1,3,
1564,0.0,2.0,0.0,163.3288614,1.84444499,6493.59174077,1,7,
1548,0.0,2.0,0.0,148.8808614,1.71601283,5248.51332994,1,7,
1582,0.0,2.0,0.0,155.0508614,1.70902573,5522.52423308,1,7,
1202,1.0,1.0,1.0,159.5168614,1.50836574,5529.82243893,1,6,
851,0.0,2.0,0.0,146.2688614,1.59407792,5163.62160963,1,4,
754,0.0,3.0,1.0,198.5268614,1.94507826,11782.60371061,1,3,
1254,1.0,1.0,1.0,132.4648614,1.34315235,3124.95640771,1,6,
443,0.0,2.0,0.0,193.0688614,1.957658,10291.73573528,1,2,
380,0.0,2.0,0.0,132.8698614,1.27221844,3383.75103869,1,1,
155,1.0,0.0,0.0,126.8828614,1.22624778,1606.82530049,1,0,
548,0.0,2.0,0.0,200.5708614,2.10277897,11487.18257624,1,2,
1091,0.0,3.0,1.0,206.3668614,1.99441361,13477.73288702,1,5,
497,0.0,3.0,1.0,176.3468614,1.90489313,8661.64627506,1,2,
569,0.0,2.0,0.0,169.9368614,1.78779705,8925.45314633,1,2,
1353,1.0,1.0,1.0,134.0528614,1.36455343,3101.21277016,1,6,
576,0.0,2.0,0.0,191.9688614,2.09056944,11575.880161,1,2,
1909,1.0,1.0,1.0,133.8128614,1.55537559,3787.03556031,1,9,
229,0.0,2.0,0.0,132.4068614,1.28113854,2728.17282462,1,1,
1162,0.0,3.0,1.0,213.3708614,2.19932428,14820.6446072,1,5,
870,0.0,3.0,1.0,165.6028614,1.90875195,9296.39712504,1,4,
1281,1.0,1.0,1.0,130.6788614,1.33456011,2708.41953597,1,6,
1700,2.0,0.0,2.0,132.0098614,1.31908348,1899.84195164,1,8,
1009,0.0,3.0,1.0,216.7618614,2.08753755,14591.28072843,1,5,
782,0.0,3.0,1.0,195.1128614,2.02606225,12050.60948504,1,3,
759,0.0,4.0,2.0,201.7528614,2.00469012,12247.22813136,1,3,
1715,2.0,0.0,2.0,131.3068614,1.26455827,1984.42189495,1,8,
1767,2.0,0.0,2.0,128.6768614,1.28658651,1777.7531838,1,8,
449,0.0,2.0,0.0,190.9928614,1.9859728,10628.61597346,1,2,
1099,0.0,3.0,1.0,197.8328614,2.00986233,12181.28685272,1,5,
988,0.0,2.0,0.0,159.0448614,1.70800904,6636.69754428,1,4,
1584,0.0,2.0,0.0,159.0128614,1.71765182,5416.05702518,1,7,
758,0.0,3.0,1.0,202.3068614,2.10935725,13632.60453718,1,3,
466,0.0,2.0,0.0,187.9008614,2.16035734,10395.69476057,1,2,
899,0.0,4.0,2.0,169.6068614,1.98666431,9267.35803588,1,4,
1239,1.0,1.0,1.0,144.8048614,1.53627337,4127.36785739,1,6,
1203,1.0,1.0,1.0,167.2728614,1.59247747,5751.33709351,1,6,
1136,0.0,3.0,1.0,199.3888614,2.2250795,14037.38861021,1,5,
1244,1.0,1.0,1.0,161.2028614,1.66942096,5656.88277755,1,6,
1977,1.0,1.0,1.0,135.9968614,1.44487207,3362.54142546,1,9,
496,0.0,2.0,0.0,177.1748614,2.04042927,9774.5042111,1,2,
1739,2.0,1.0,3.0,128.6688614,1.2690884,1728.20944843,1,8,
1049,0.0,3.0,1.0,189.8018614,1.7633157,11438.77821374,1,5,
1346,1.0,1.0,1.0,138.4608614,1.41126221,3502.29950982,1,6,
1434,0.0,2.0,0.0,147.6328614,1.62108631,5048.21581803,1,7,
592,0.0,2.0,0.0,191.5228614,1.93822941,10846.81085732,1,2,
1129,0.0,3.0,1.0,175.7348614,1.90247126,9847.82473627,1,5,
1784,2.0,0.0,2.0,125.8568614,1.23234674,1721.65950304,1,8,
1158,0.0,2.0,0.0,210.8088614,2.19202258,13242.9376969,1,5,
913,0.0,3.0,1.0,152.0068614,1.72211605,7239.5984851,1,4,
151,1.0,0.0,0.0,133.3828614,1.27273909,1567.08442613,1,0,
1965,1.0,1.0,1.0,137.0468614,1.44278607,3381.93949131,1,9,
1702,1.0,1.0,1.0,180.7968614,1.9304486,8700.29702497,1,8,
1931,1.0,2.0,2.0,149.8908614,1.65976986,4528.5788619,1,9,
868,0.0,3.0,1.0,167.6128614,1.87047531,9006.57685569,1,4,
1207,1.0,1.0,1.0,130.7038614,1.3445426,3161.16524363,1,6,
526,0.0,2.0,0.0,197.8668614,2.16449861,11817.64014567,1,2,
720,0.0,3.0,1.0,174.3048614,1.92419011,9046.52124105,1,3,
1288,1.0,1.0,1.0,141.9748614,1.46831777,3893.0388589,1,6,
1733,2.0,0.0,2.0,131.9348614,1.29576922,2035.77748333,1,8,
529,0.0,2.0,0.0,203.1668614,1.95889455,11654.64409783,1,2,
1176,0.0,2.0,0.0,208.3688614,2.16518068,14598.33255063,1,5,
1783,2.0,1.0,3.0,141.7268614,1.37618245,2574.03475248,1,8,
1458,0.0,2.0,0.0,153.8428614,1.8177535,5702.68275949,1,7,
1722,2.0,0.0,2.0,132.0348614,1.29990646,1753.74302832,1,8,
1133,0.0,3.0,1.0,199.9668614,2.03949376,13436.64656485,1,5,
1155,0.0,3.0,1.0,192.1088614,1.94918347,11871.42647036,1,5,
1333,1.0,1.0,1.0,135.5248614,1.43477852,3419.24036202,1,6,
208,0.0,3.0,1.0,146.3828614,1.38184576,2991.35625462,1,1,
361,0.0,3.0,1.0,156.0348614,1.52600179,5673.81668038,1,1,
1534,0.0,2.0,0.0,176.6848614,1.99367517,8019.09208795,1,7,
952,0.0,2.0,0.0,164.4048614,1.80116276,7544.11989085,1,4,
1824,1.0,1.0,1.0,133.6888614,1.41633887,3347.2783197,1,9,
1366,1.0,1.0,1.0,141.8108614,1.49086498,3927.74501603,1,6,
1206,1.0,1.0,1.0,137.3768614,1.47853051,3882.01046533,1,6,
1394,1.0,1.0,1.0,135.7228614,1.48024982,3505.50150001,1,6,
1659,2.0,0.0,2.0,128.7758614,1.32032727,1830.49452992,1,8,
420,0.0,2.0,0.0,194.7068614,2.02596834,11045.37938947,1,2,
1335,1.0,1.0,1.0,166.5468614,1.84848215,6782.34952123,1,6,
262,0.0,2.0,0.0,136.4998614,1.29144644,2286.76942084,1,1,
773,0.0,3.0,1.0,153.6788614,1.73965609,6301.46317646,1,3,
1514,0.0,2.0,0.0,155.5968614,1.67584498,5590.62405912,1,7,
711,0.0,3.0,1.0,179.3908614,1.87298351,9118.29772043,1,3,
435,0.0,2.0,0.0,187.0148614,1.95258414,10192.86876434,1,2,
1465,0.0,2.0,0.0,165.8188614,1.74934705,7206.80015446,1,7,
1644,2.0,0.0,2.0,134.8618614,1.25563345,2222.22334356,1,8,
1175,0.0,3.0,1.0,165.7858614,1.81492431,9300.10913063,1,5,
130,1.0,0.0,0.0,121.5728614,1.24812543,1530.15115571,1,0,
842,0.0,3.0,1.0,156.9028614,1.75370369,7847.20144767,1,4,
76,1.0,0.0,0.0,128.6678614,1.27219284,1640.83042619,1,0,
398,0.0,2.0,0.0,137.6008614,1.49737847,3810.38325258,1,1,
1993,1.0,1.0,1.0,159.2688614,1.58353623,5357.0823425,1,9,
1576,0.0,3.0,1.0,177.6448614,2.05961888,8540.49536604,1,7,
1523,0.0,2.0,0.0,151.6268614,1.66747091,5034.63377957,1,7,
236,0.0,4.0,2.0,136.1858614,1.47432151,3943.68101262,1,1,
1701,2.0,0.0,2.0,134.4328614,1.31315952,2298.11707873,1,8,
1683,2.0,0.0,2.0,133.2508614,1.35025017,2140.45032081,1,8,
1167,0.0,2.0,0.0,193.4168614,1.99364804,12062.67046259,1,5,
707,0.0,2.0,0.0,154.0828614,1.79403269,6626.83337278,1,3,
472,0.0,2.0,0.0,200.7688614,2.06667152,11587.0857938,1,2,
113,1.0,0.0,0.0,131.7948614,1.22374997,1713.43175073,1,0,
747,0.0,4.0,2.0,182.7148614,1.96935339,10743.90886292,1,3,
1475,0.0,2.0,0.0,151.0728614,1.71153458,5379.30824137,1,7,
561,0.0,2.0,0.0,201.9348614,2.35118779,12998.8718472,1,2,
471,0.0,2.0,0.0,193.0528614,2.08229981,10795.73653773,1,2,
1817,1.0,1.0,1.0,139.1888614,1.36124998,3415.75707748,1,9,
686,0.0,3.0,1.0,193.5908614,1.92001959,11953.47810793,1,3,
1245,1.0,2.0,2.0,149.8908614,1.65976986,4528.5788619,1,6,
1468,0.0,2.0,0.0,145.1668614,1.6945568,5025.3571055,1,7,
902,0.0,3.0,1.0,179.2408614,1.9592731,10298.70077143,1,4,
1490,0.0,2.0,0.0,164.6928614,1.79086278,7149.2169923,1,7,
296,0.0,3.0,1.0,137.5998614,1.36894197,4152.13061797,1,1,
1656,2.0,0.0,2.0,139.0468614,1.39289912,2362.85865913,1,8,
1691,1.0,1.0,1.0,204.3488614,2.03554218,8672.42843814,1,8,
172,1.0,0.0,0.0,121.6568614,1.31800431,1720.43399409,1,0,
354,0.0,3.0,1.0,141.8768614,1.49155885,4718.59199932,1,1,
295,0.0,3.0,1.0,143.9768614,1.5242584,4804.79816902,1,1,
1959,1.0,1.0,1.0,152.5288614,1.46213728,4580.15427612,1,9,
121,1.0,0.0,0.0,134.4908614,1.29597741,1728.1325746,1,0,
964,0.0,3.0,1.0,152.3708614,1.67820523,6924.09582833,1,4,
1652,2.0,0.0,2.0,131.6708614,1.37380805,1992.5270729,1,8,
1882,1.0,1.0,1.0,130.2148614,1.31778667,2707.9953274,1,9,
1899,1.0,1.0,1.0,139.8508614,1.53563586,4077.83686036,1,9,
1160,0.0,3.0,1.0,190.0748614,1.93860368,11141.5373544,1,5,
1278,1.0,1.0,1.0,133.2008614,1.46483651,3366.4763764,1,6,
1585,0.0,2.0,0.0,148.2028614,1.68037547,5132.45829637,1,7,
1085,0.0,2.0,0.0,194.5088614,1.99957165,11990.3379004,1,5,
1816,1.0,1.0,1.0,149.5348614,1.51428165,4363.93137513,1,9,
306,0.0,3.0,1.0,135.1368614,1.42565971,4134.95839619,1,1,
1737,2.0,0.0,2.0,136.9548614,1.28780844,2010.75461749,1,8,
1128,0.0,3.0,1.0,206.9548614,2.06666105,13778.03770377,1,5,
430,0.0,2.0,0.0,193.2608614,2.02614114,11076.60102182,1,2,
411,0.0,2.0,0.0,157.8868614,1.75644912,6514.90724855,1,2,
600,0.0,3.0,1.0,170.0288614,1.74675519,8077.6108133,1,3,
1864,1.0,1.0,1.0,153.0828614,1.54921299,5036.12071079,1,9,
47,1.0,0.0,0.0,134.2498614,1.28543183,1949.58130647,1,0,
785,0.0,4.0,2.0,187.0328614,1.88432129,10698.3286336,1,3,
766,0.0,4.0,2.0,185.9908614,1.96766823,9959.2783939,1,3,
892,0.0,2.0,0.0,155.7208614,1.75291979,6811.65807908,1,4,
1185,0.0,3.0,1.0,193.8208614,1.9093637,11318.9490085,1,5,
1912,1.0,1.0,1.0,130.7028614,1.44285794,3076.35813106,1,9,
1429,0.0,2.0,0.0,167.1908614,1.78902002,7505.71797375,1,7,
888,0.0,3.0,1.0,158.7068614,1.67902039,8574.68295226,1,4,
722,0.0,3.0,1.0,190.2088614,1.99139542,11393.36727149,1,3,
1657,2.0,0.0,2.0,128.9248614,1.32978351,1922.10831967,1,8,
997,0.0,3.0,1.0,140.3128614,1.52236644,5668.7560066,1,4,
608,0.0,4.0,2.0,183.2948614,2.00509307,10691.51628673,1,3,
915,0.0,3.0,1.0,158.1028614,1.78257426,6902.26456977,1,4,
268,0.0,3.0,1.0,150.3548614,1.76573138,6730.24760501,1,1,
1194,0.0,3.0,1.0,176.2388614,2.03134334,9681.48950152,1,5,
1115,0.0,2.0,0.0,211.3208614,2.09845989,13706.80340082,1,5,
929,0.0,2.0,0.0,145.4488614,1.55080208,5775.93993999,1,4,
246,0.0,3.0,1.0,135.1608614,1.29564813,2982.1280079,1,1,
680,0.0,4.0,2.0,193.8468614,1.97449555,10159.92381786,1,3,
1228,1.0,1.0,1.0,142.0168614,1.47872341,4026.33835559,1,6,
1586,0.0,2.0,0.0,158.7968614,1.72037109,5638.37972091,1,7,
1052,0.0,2.0,0.0,188.1148614,1.83314224,11088.03713939,1,5,
1493,0.0,3.0,1.0,163.6268614,1.80769797,7304.59473814,1,7,
1677,2.0,0.0,2.0,130.4308614,1.26875402,1916.95007959,1,8,
13,1.0,0.0,0.0,130.8108614,1.24891175,1627.67135921,1,0,
563,0.0,2.0,0.0,188.8608614,2.09129205,10516.40694005,1,2,
1595,0.0,2.0,0.0,159.9628614,1.8720876,6483.96978381,1,7,
1045,0.0,3.0,1.0,211.0478614,2.1885686,15227.63658881,1,5,
89,1.0,0.0,0.0,130.6608614,1.35955542,1859.82684902,1,0,
62,1.0,0.0,0.0,127.6508614,1.2699622,1653.76856845,1,0,
193,1.0,0.0,0.0,126.9398614,1.29046944,1732.98339977,1,0,
500,0.0,2.0,0.0,190.2568614,1.91802611,10275.86294353,1,2,
356,0.0,2.0,0.0,137.0628614,1.33724728,3381.2786131,1,1,
182,1.0,0.0,0.0,126.7828614,1.25742287,1604.49994477,1,0,
