name,GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,is_train,target,prediction
3608,131.127107,180.06911100000002,76.99859000000001,283.702398,20.257956,1,0,
4267,127.938383,206.28571399999998,98.26530600000001,553.8775509999999,29.12433,1,0,
3340,98.96875,213.666667,97.666667,454.333333,32.446965000000006,1,0,
2079,118.60123300000001,232.37704900000003,103.95082,754.639344,36.020896,1,0,
2948,183.28125,270.0,146.0,430.0,29.5,1,0,
1737,135.107955,228.272727,94.545455,693.090909,25.669547,1,0,
2180,128.574659,221.86567200000002,102.11194,614.0597019999999,30.084651,1,0,
1307,144.283088,222.823529,102.058824,601.823529,25.148418,1,0,
4775,128.16095,278.229167,164.833333,424.416667,12.707991999999999,1,0,
312,119.34234199999999,227.571429,106.71428600000002,717.857143,28.604979999999998,1,0,
3399,97.64285699999999,193.14285700000002,82.42857099999999,373.71428599999996,19.920249,1,0,
4352,132.678821,259.126984,170.34127,519.9126980000001,23.550458,1,0,
4615,122.25,167.538462,77.923077,272.923077,18.813315,1,0,
2720,146.589342,182.9,77.9,343.5,12.165113999999999,1,0,
1104,132.804688,245.25,115.125,690.125,25.332476999999997,1,0,
2552,120.309091,253.516129,121.677419,692.064516,34.115431,1,0,
410,108.962791,231.81481499999998,107.44444399999999,713.4444440000001,21.90383,1,0,
338,120.516667,217.533333,104.06666700000001,463.6,12.354756,1,0,
3613,136.48138899999998,189.78808,79.298013,368.827815,18.62708,1,0,
3912,140.217247,199.342105,98.76315799999999,408.973684,22.037882999999997,1,0,
1831,125.36376299999999,227.88148199999998,104.22963,643.140741,28.009829999999997,1,0,
1975,117.95808400000001,212.571429,96.85714300000001,700.190476,20.164966,1,0,
3876,115.7025,202.12,95.0,436.28,51.291387,1,0,
2959,112.19802,214.81579,96.23684200000001,686.789474,37.235865999999994,1,0,
268,124.111429,222.477273,96.772727,495.977273,18.408361,1,0,
509,117.47395800000001,247.833333,117.33333300000001,844.833333,17.658607,1,0,
2622,114.03835600000001,232.21739100000002,108.630435,704.326087,14.000354000000002,1,0,
989,104.796875,289.5,183.5,355.5,36.643553000000004,1,0,
1058,142.817544,213.888889,116.0,203.055556,10.434984,1,0,
353,121.036842,215.958333,101.25,617.625,23.55888,1,0,
443,136.23873899999998,224.571429,100.85714300000001,664.142857,22.712039,1,0,
4345,124.010204,215.59459500000003,117.027027,477.29729699999996,24.574628,1,1,
1581,134.582844,253.0,114.981482,836.777778,16.273985,1,0,
2132,127.01258999999999,210.31428599999998,93.05714300000001,532.828571,29.934568,1,0,
2913,140.772152,207.52,93.88,448.28,22.859081,1,0,
4002,117.115752,243.419048,120.13333300000001,584.542857,35.180493,1,0,
2841,120.88526,205.826667,94.773333,513.133333,35.09346,1,0,
1017,114.46093799999998,190.0,82.0,149.25,9.164938000000001,1,0,
1946,127.186975,233.533333,102.0,737.6,17.982739000000002,1,0,
2482,137.458042,249.333333,132.11111100000002,575.611111,16.524299,1,0,
4066,131.656766,347.894737,288.973684,578.868421,38.980685,1,0,
744,117.25441699999999,204.0,95.5,356.0,15.722909,1,0,
3832,117.42480900000001,271.486487,170.756757,379.567568,24.111653,1,0,
4227,149.496324,243.11764700000003,116.88235300000001,736.705882,26.321672999999997,1,0,
1076,138.845411,186.23076899999998,83.076923,390.307692,21.343901000000002,1,0,
1563,117.839196,240.28,103.24,774.12,21.020219,1,0,
2394,121.08845,215.54098399999998,98.540984,468.622951,13.697739000000002,1,0,
3130,117.76581000000002,214.6875,95.984375,449.1875,12.939613,1,0,
1760,105.51041699999999,225.5,97.5,669.833333,17.660966000000002,1,0,
3562,114.415709,215.212121,95.606061,497.878788,35.856694,1,0,
3617,134.549858,226.204546,99.704545,676.7727269999999,50.395927,1,0,
1605,119.02018799999999,217.42553199999998,94.319149,630.042553,21.368567000000002,1,0,
3652,116.802292,171.045455,79.272727,334.136364,37.850183,1,0,
3120,123.776224,203.555556,90.08080799999999,378.61616200000003,18.241826,1,0,
3803,120.95114,230.66533900000002,116.705179,486.0,38.469832000000004,1,0,
1876,111.63235300000001,232.588235,102.29411800000001,569.529412,14.867116000000001,1,0,
1740,119.73273700000001,231.938776,102.530612,688.142857,30.832662,1,0,
3333,145.084211,197.61111100000002,85.166667,351.611111,20.971542000000003,1,0,
4068,134.35968400000002,209.25,99.25,200.75,12.107429,1,0,
673,118.10416699999999,227.333333,106.66666699999999,673.0,27.922512,1,0,
1579,110.596639,256.266667,113.86666699999999,838.8,11.939849,1,0,
1952,130.16415800000001,190.602273,82.909091,347.284091,15.568294,1,0,
1141,132.75,227.5,97.0,631.0,21.36196,1,0,
686,122.135081,237.129032,110.87096799999999,683.483871,31.289026,1,0,
1635,106.70886100000001,213.6,93.4,627.0,7.797435000000001,1,0,
3741,126.820698,204.687898,93.27388499999999,567.382166,27.608503000000002,1,0,
2139,138.017143,224.36363599999999,104.0,721.636364,20.613723999999998,1,0,
1847,139.770774,201.545455,92.818182,502.18181799999996,12.473526,1,0,
1833,136.912926,211.45714300000003,96.028571,491.84285700000004,28.392238,1,0,
4814,138.525,208.45,90.75,607.15,43.524131,1,0,
2331,116.69646200000001,218.441177,95.38235300000001,592.1176469999999,32.638366999999995,1,0,
1293,144.210227,254.63636400000001,126.09090900000001,622.636364,23.752512,1,0,
1242,111.83928600000002,203.14285700000002,91.14285699999999,575.714286,15.67609,1,0,
36,133.854167,166.407407,78.740741,254.37037,14.175076,1,1,
1020,112.048077,252.46153900000002,144.384615,375.692308,24.609134,1,0,
3639,130.45371200000002,188.173913,87.768116,253.98550699999998,21.495719,1,0,
2158,128.45904099999998,198.64285700000002,88.67857099999999,340.017857,27.152316,1,0,
4281,128.09481599999998,177.34381100000002,74.850688,247.561886,15.877373,1,0,
2013,129.054709,232.54285699999997,116.15,464.578571,23.416809,1,0,
4682,138.451429,211.272727,94.0,623.954546,26.855483000000003,1,0,
3878,117.309779,243.251256,116.56281399999999,553.38191,27.895812,1,0,
3827,126.636641,262.32530099999997,152.105422,423.57228899999996,25.082871,1,0,
3439,134.76388899999998,208.833333,84.333333,406.72222200000004,29.202147999999998,1,0,
2662,108.394531,254.625,117.6875,895.0,27.959792999999998,1,0,
2998,128.819836,188.63768100000001,83.507246,387.304348,23.796219,1,0,
2910,116.980057,195.045455,85.787879,376.727273,39.672433000000005,1,0,
870,123.47916699999999,349.969697,248.787879,406.484849,15.835820000000002,1,0,
2837,135.192961,202.038462,90.384615,477.346154,36.942997999999996,1,0,
1671,117.191406,224.0,107.0,687.75,28.718937,1,0,
1495,109.17613600000001,248.18181800000002,125.545455,708.545455,16.789903,1,0,
2839,133.293982,195.966887,84.735099,330.082782,20.087429999999998,1,0,
1595,135.066406,233.25,101.4375,699.625,17.037528,1,0,
889,127.205707,302.145833,197.166667,394.083333,19.001359,1,0,
2401,132.132193,185.642276,82.195122,274.617886,13.882975,1,0,
4368,99.159722,241.22222200000002,116.777778,644.222222,34.628184000000005,1,0,
1138,139.917847,191.0,82.26087,395.478261,18.921886999999998,1,0,
1691,142.1,222.0,101.0,697.0,51.795753000000005,1,0,
1788,120.803738,188.037037,87.222222,367.074074,17.915286,1,0,
1963,146.397213,207.333333,90.5,537.111111,19.919282,1,0,
4141,127.481872,280.157895,165.378947,741.2526320000001,40.357433,1,0,
4398,139.014286,183.272727,78.772727,365.590909,15.501598999999999,1,0,
1444,139.195402,211.54545499999998,99.545455,516.909091,31.413005,1,0,
4424,124.628947,189.416667,99.041667,347.333333,24.653396,1,1,
638,135.225,217.0,94.75,636.0,22.554988,1,0,
1729,133.1875,225.071429,103.285714,594.714286,27.541157000000002,1,0,
3727,135.882051,215.081633,108.59183700000001,553.428571,29.080308000000002,1,0,
2059,109.30163,216.956522,98.95652199999999,600.086957,16.561394,1,0,
1551,117.226601,181.588235,79.235294,364.745098,24.434787,1,0,
2393,128.25549099999998,202.13953500000002,91.406977,541.430233,18.07634,1,0,
4157,114.269231,361.258065,285.870968,689.1935480000001,30.076074,1,0,
1460,118.125,205.444444,91.111111,528.222222,43.833016,1,0,
1597,118.550315,202.4,89.05,490.5,36.164761999999996,1,0,
700,126.228029,231.433962,118.94339599999999,392.528302,17.207506,1,0,
111,123.85449399999999,213.272727,100.568182,645.2727269999999,34.318355,1,0,
490,133.82857099999998,202.909091,95.909091,508.545455,15.473251000000001,1,0,
99,140.85714299999998,175.75,79.916667,293.0,6.015605,1,0,
655,100.9375,250.0,120.0,800.0,17.451166,1,0,
3495,136.895833,212.066667,90.93333299999999,534.866667,42.921427,1,0,
778,132.357955,241.39393900000002,129.757576,334.121212,20.504429000000002,1,0,
1869,103.789474,223.0,100.0,596.5,12.446552,1,0,
1370,144.590136,201.783784,93.540541,502.70270300000004,26.431465000000003,1,0,
1683,126.042105,210.708333,97.583333,618.75,17.766962,1,0,
16,127.835697,201.358491,116.50943400000001,372.132076,23.929111,1,1,
1377,136.320652,216.826087,102.86956500000001,474.217391,32.918528,1,0,
4365,138.39226499999998,200.23529399999998,103.29411800000001,431.41176500000006,22.165312,1,1,
1002,119.59239099999999,166.0,98.652174,218.47826099999997,27.152721999999997,1,0,
1445,139.325253,210.483871,94.064516,496.09677400000004,23.336831,1,0,
3429,126.34902,222.0,106.0,559.0625,47.075072999999996,1,0,
3213,119.319318,208.145631,90.23301,476.796117,32.798516,1,0,
1670,146.57004799999999,199.346154,86.5,438.46153899999996,18.822906,1,0,
2896,139.156576,217.366667,98.733333,590.3,22.595698000000002,1,0,
982,0.0,450.0,279.0,592.0,0.0,1,0,
3452,124.55131899999999,265.302181,145.034268,178.757009,6.245941999999999,1,0,
3209,115.25156299999999,194.0,82.125,417.425,21.919155,1,0,
2782,114.17938899999999,225.75757599999997,98.424242,455.484849,15.487013000000001,1,0,
3071,133.519192,240.64516099999997,112.83871,537.967742,27.561472,1,0,
1139,124.93710700000001,226.5,94.5,706.5,20.153164,1,0,
1832,134.74285700000001,222.272727,102.363636,664.4772730000001,43.263869,1,0,
234,109.46875,216.5,104.0,611.0,18.220105,1,0,
1623,117.252055,257.0,118.43478300000001,929.0,8.04148,1,0,
2151,123.440228,205.181818,88.424242,515.030303,26.205517,1,0,
1870,145.625,208.0,86.625,458.25,23.334524,1,0,
771,116.945378,208.8,105.46666699999999,329.4,38.000819,1,0,
3308,103.476744,221.09090899999998,96.454545,545.2727269999999,15.516986,1,0,
1644,122.49328899999999,207.89473700000002,93.842105,554.0,10.985006,1,0,
4500,124.52673100000001,188.027778,97.222222,356.291667,17.160912,1,0,
4677,112.78125,171.222222,79.222222,146.777778,15.187307999999998,1,1,
51,123.997297,221.67142900000002,156.24285700000001,493.41428600000006,24.439196,1,1,
3728,140.135638,210.531915,93.978723,422.595745,26.347282,1,0,
2674,122.016372,244.36986299999998,113.910959,708.130137,17.282091,1,0,
2148,134.22911100000002,198.7,86.14285699999999,377.95714300000003,28.896722999999998,1,0,
3044,125.16666699999999,247.5,113.25,797.0,21.828522,1,0,
4197,120.44505500000001,208.218579,92.251366,477.901639,36.844809000000005,1,0,
3225,95.75625,193.4,83.5,417.5,13.878039999999999,1,0,
2152,137.989583,208.0,96.0,562.666667,34.383762,1,0,
3957,131.310618,197.95,84.35,383.05,18.723381,1,0,
3206,115.743049,195.15,85.45,401.6,26.559655,1,0,
3273,129.437225,195.30131,84.179039,370.20524,22.072286,1,0,
1481,113.13281299999998,232.083333,106.16666699999999,782.958333,30.467167,1,0,
636,103.5375,263.4,122.8,894.6,16.698503,1,0,
2375,140.583333,209.0,96.0,475.333333,32.874762,1,0,
3117,128.621546,233.44505499999997,103.186813,706.3516480000001,11.739602,1,0,
4670,145.409449,230.6875,118.625,462.375,23.470394,1,0,
2327,132.0,187.333333,78.647059,334.37254900000005,20.418422,1,0,
1270,139.831897,207.62069,94.24137900000001,465.965517,23.98181,1,0,
2278,124.81933400000001,240.5,113.1,753.25,14.948579,1,0,
2284,145.11261299999998,204.71428600000002,85.714286,495.071429,22.285829,1,0,
1537,139.325,252.6,113.4,812.0,23.760471,1,0,
965,120.99375,343.25,237.675,387.65,25.169314,1,0,
3699,126.66666699999999,246.11320800000001,143.84905700000002,440.58490599999993,35.59827,1,0,
615,116.01111100000001,234.70588199999997,106.35294099999999,788.1176469999999,20.013144,1,0,
2511,106.603774,235.4,120.4,436.6,22.348378,1,0,
3110,110.519231,255.307692,118.615385,764.461539,27.744609000000004,1,0,
4524,114.543605,207.906977,134.627907,437.58139500000004,28.370091,1,1,
3845,116.01023,254.536585,122.94308899999999,657.707317,25.399121,1,0,
4473,143.458225,191.916667,79.770833,353.916667,18.092308,1,0,
3934,123.89488999999999,245.259259,119.064815,798.2685190000001,38.726628000000005,1,0,
274,147.548173,188.789474,82.73684200000001,302.684211,11.627411,1,0,
2768,131.746667,183.874286,78.205714,237.24,13.889472,1,0,
2897,115.75069599999999,221.866667,103.6,624.088889,17.869845,1,0,
2117,113.203125,229.5,103.333333,725.666667,30.589577000000002,1,0,
3101,147.042969,233.5,115.75,528.5,18.983134,1,0,
4372,116.184211,185.28,77.58,414.18,37.868874,1,0,
2427,116.91960800000001,195.3125,85.1875,415.84375,31.518208,1,0,
4515,146.261719,206.34375,109.375,536.03125,15.973489,1,1,
3330,119.524133,214.746988,93.987952,519.8192769999999,38.667995,1,0,
4054,133.371528,405.77777799999996,331.944444,564.111111,36.839366,1,0,
3517,134.231071,211.708333,96.145833,556.875,30.223445,1,0,
702,130.66573799999998,189.835165,81.901099,274.40659300000004,13.595312,1,0,
3358,153.75,199.75,81.75,467.25,25.13184,1,0,
2068,124.416174,204.9375,89.5625,347.875,15.304175,1,0,
1534,115.469675,265.895349,119.19767399999999,877.7441859999999,13.493022,1,0,
2478,116.245283,201.275,87.1,407.275,17.42491,1,0,
4299,141.597723,184.242424,75.939394,370.878788,12.786083,1,0,
1009,129.859833,269.666667,158.0,348.633333,15.407213,1,0,
155,94.875,223.25,102.25,753.5,13.160072,1,0,
4245,124.155803,238.015444,109.166023,744.312741,37.635234000000004,1,0,
2990,123.080201,231.0,117.8,299.96,26.159694000000002,1,0,
4609,137.222892,216.826923,124.44230800000001,458.846154,28.770542,1,1,
3331,140.07638899999998,222.333333,86.777778,505.11111100000005,23.853462,1,0,
697,129.140625,218.4375,96.0,638.0,22.311625,1,0,
2064,114.131148,256.26087,142.869565,470.95652199999995,16.877183,1,0,
3293,148.193277,214.866667,97.866667,603.266667,12.619914,1,0,
3228,87.3125,195.0,83.0,353.5,7.822244,1,0,
1072,137.698925,262.0,154.82857099999998,445.628571,18.245849,1,0,
4087,129.34133300000002,536.3617019999999,511.68085099999996,761.851064,78.32356800000001,1,0,
3202,135.491879,204.62963,84.85185200000001,483.314815,28.551640000000003,1,0,
3544,126.05615,195.0,89.489362,379.744681,28.286896000000002,1,0,
3220,133.076659,194.50909099999998,83.509091,394.163636,40.890477000000004,1,0,
1805,133.173179,187.883333,81.95,400.95,19.770742000000002,1,0,
1271,128.71579,229.0,113.5,794.0,23.057898,1,0,
1895,95.85714300000001,248.142857,116.28571399999998,805.428571,15.663554000000001,1,0,
4307,125.29777299999999,202.550595,92.738095,579.217262,34.301396000000004,1,0,
3437,125.32994199999999,217.41860499999999,95.79069799999999,630.348837,61.359609,1,0,
2559,118.429565,242.555556,114.13888899999999,483.916667,26.233446,1,0,
3577,116.82373500000001,232.458333,109.527778,648.041667,18.594598,1,0,
300,97.820513,222.2,97.4,668.8,19.466895,1,0,
2602,128.329365,250.375,121.375,914.125,20.650529000000002,1,0,
4303,131.075704,198.277778,88.0,506.61111100000005,53.740001,1,0,
4661,136.032319,221.0,124.09090900000001,514.090909,17.60014,1,1,
4056,131.957317,388.638889,322.444444,623.763889,79.262612,1,0,
808,130.807692,217.535714,101.75,502.678571,20.013388,1,0,
2273,134.535127,201.119048,89.702381,505.428571,33.931709999999995,1,0,
185,133.238202,194.03571399999998,83.214286,554.071429,19.811484,1,0,
988,102.820313,195.1875,91.75,330.875,12.942179,1,0,
58,128.368754,211.354497,140.650794,411.301587,24.842135,1,1,
1745,113.4125,243.066667,110.33333300000001,808.266667,19.074123999999998,1,0,
3954,131.502175,216.31382999999997,97.792553,567.117021,27.518256,1,0,
1707,126.891304,247.434783,109.95652199999999,735.956522,33.103035999999996,1,0,
3685,122.72489099999999,201.448276,87.655172,359.344828,22.801005,1,0,
4823,115.22243200000001,225.70149300000003,106.56716399999999,472.641791,13.5562,1,0,
3892,118.28589699999999,225.61224500000003,108.326531,657.938776,24.816377,1,0,
4344,122.757576,205.96,86.76,407.68,17.82358,1,0,
2696,120.51843799999999,262.37931000000003,120.103448,914.793103,38.86802,1,0,
3203,139.399915,187.12751699999998,78.583893,332.369128,22.836817,1,0,
1989,137.904376,244.82051299999998,128.76923100000002,446.153846,16.940123999999997,1,0,
2805,146.76595700000001,210.0,92.666667,550.333333,34.377399,1,0,
4523,111.625,186.5,75.0,281.75,19.980155,1,0,
4312,134.275424,200.533333,95.56666700000001,220.216667,25.690135,1,0,
2652,133.195302,231.657754,120.786096,452.037433,29.648156,1,0,
3036,111.328947,251.57894700000003,126.157895,726.157895,28.094912,1,0,
1708,133.479592,224.54054100000002,95.810811,604.027027,22.787454,1,0,
4812,134.956962,305.0,176.32,289.36,9.795182,1,0,
2168,106.55555600000001,201.222222,83.55555600000001,467.666667,33.426906,1,0,
3917,127.851629,226.759615,107.259615,590.942308,32.228055,1,0,
747,131.208571,211.61363599999999,100.272727,580.590909,21.950734,1,0,
4388,119.66929099999999,200.5,104.0,328.25,14.752118,1,1,
4422,132.06315800000002,188.666667,97.2,262.8,12.130952,1,1,
3767,141.0,192.5,86.67647099999999,401.764706,20.617647,1,0,
1528,112.16981100000001,199.5,89.25,539.45,16.282736,1,0,
4636,132.834753,189.86486499999998,96.43243199999999,367.45946000000004,21.006451000000002,1,1,
4198,116.84001799999999,268.62318799999997,127.56521699999999,855.536232,22.499257,1,0,
2120,126.51799199999999,267.552239,154.61194,338.492537,21.772605,1,0,
1837,125.67428600000001,228.727273,96.909091,598.181818,38.839918,1,0,
3787,123.523754,243.018519,128.666667,396.0,21.406703,1,0,
4154,124.244876,308.87931000000003,197.18965500000002,722.3793099999999,50.264961,1,0,
4565,132.467266,216.755102,118.44898,584.469388,22.559265,1,1,
543,138.367089,206.8,85.8,372.6,20.05561,1,0,
1050,121.140625,797.0,608.0,819.0,74.87823399999999,1,0,
1688,129.28571399999998,204.744186,88.744186,496.48837199999997,34.597164,1,0,
666,115.925824,199.956522,89.521739,429.04347800000005,39.838378999999996,1,0,
1994,140.22593500000002,227.088608,103.16455699999999,538.6962030000001,27.777569,1,0,
3776,117.083676,248.445652,137.423913,510.08695700000004,27.053533,1,0,
3467,150.312,261.5,147.5,343.0,7.615773,1,0,
1965,106.00857099999999,201.0,85.818182,579.0,18.877432000000002,1,0,
2864,137.980114,216.40909100000002,97.863636,597.636364,38.664054,1,0,
3322,137.60929,220.78260899999998,102.13043499999999,549.2608700000001,26.430063,1,0,
4602,139.974085,221.12195099999997,101.707317,624.609756,37.420819,1,0,
4574,137.9975,236.4,127.52,673.0,29.057626000000003,1,1,
3491,130.99334299999998,182.616279,78.337209,217.43023300000002,15.604378,1,0,
3398,129.088889,208.645161,95.41935500000001,490.193548,34.697234,1,0,
1763,123.41701499999999,207.933333,90.977778,484.577778,36.52994,1,0,
2344,110.4375,204.0,87.590909,509.63636399999996,28.009590999999997,1,0,
3849,133.257948,237.816092,114.17241399999999,682.862069,33.358278000000006,1,0,
4419,133.403378,183.387097,94.92473100000001,292.602151,18.932544,1,1,
3775,134.665428,205.45161299999998,96.54301099999999,365.080645,30.571782000000002,1,0,
4083,126.762883,447.32682900000003,370.00487799999996,550.590244,49.09102,1,0,
2216,133.644814,245.5,118.359375,682.171875,38.243004,1,0,
1448,145.2375,226.0,101.0,593.0,31.745236,1,0,
2053,125.664502,238.65517200000002,121.75862099999999,527.517241,18.819627,1,0,
1458,129.48996,207.5,86.5,294.25,11.151653,1,0,
1291,127.0,226.18181800000002,101.909091,599.0,25.90925,1,0,
94,127.76576599999999,187.0,82.35714300000001,310.142857,15.443941,1,0,
3519,140.703125,207.11111100000002,95.777778,504.30555599999997,24.568058999999998,1,0,
1113,128.36158799999998,211.52542400000002,96.762712,508.52542400000004,23.210143,1,0,
3356,122.434402,202.446154,88.769231,477.246154,24.626747,1,0,
805,112.66745800000001,258.814815,138.18518500000002,485.85185199999995,21.874376,1,0,
2565,139.592771,253.153846,122.423077,757.346154,28.350407,1,0,
617,138.595057,247.60606099999998,112.515152,730.818182,29.939363,1,0,
3975,133.706271,467.473684,341.31579,508.26315800000003,61.433657,1,0,
4127,130.523112,218.089286,125.359375,214.526786,26.446337,1,0,
1222,103.149606,240.6875,117.875,561.8125,20.719009,1,0,
4592,104.3125,202.0,93.0,413.0,18.580157,1,0,
1265,121.929348,208.73913000000002,93.26087,706.3478259999999,18.719297,1,0,
289,113.08333300000001,215.22222200000002,96.222222,552.277778,25.292853,1,0,
2570,137.69422600000001,240.291667,107.39583300000001,852.1875,32.385670000000005,1,0,
2358,144.523499,180.083333,82.645833,327.666667,13.929822,1,0,
2535,133.959497,259.71111099999996,125.066667,758.222222,34.414137,1,0,
3799,135.627566,243.0,117.976744,642.046512,54.445849,1,0,
625,119.82746499999999,257.0,120.722222,865.2777779999999,21.595323999999998,1,0,
3703,124.749895,277.513333,157.306667,550.973333,36.423253,1,0,
4107,111.753927,230.833333,115.375,546.041667,30.424742,1,0,
3397,134.535406,193.724771,83.39449499999999,395.146789,25.827528,1,0,
2257,129.36314099999998,258.827411,119.715736,731.827411,15.229783,1,0,
1641,125.46875,188.0,86.0,439.0,12.316148,1,0,
3795,118.061957,228.72832400000001,111.595376,451.595376,29.671808000000002,1,0,
3580,119.347096,231.033333,112.44444399999999,461.277778,22.538253,1,0,
3470,131.452889,232.18181800000002,137.710744,365.60330600000003,16.736437,1,0,
2283,118.83333300000001,242.904762,111.52381000000001,594.952381,26.810327,1,0,
1468,137.291971,229.023256,106.69767399999999,568.651163,17.512817000000002,1,0,
2527,128.79847900000001,229.424242,116.0,403.606061,26.578677000000003,1,0,
2176,107.635678,250.12,118.92,943.76,22.288078,1,0,
2292,134.516216,191.514286,80.971429,387.6,24.119685,1,0,
3253,120.86418700000002,203.890411,84.835616,391.424658,29.376865000000002,1,0,
1400,119.37747,220.40625,101.9375,545.125,19.118845999999998,1,0,
968,133.983444,195.55263200000002,90.921053,319.368421,19.731735999999998,1,0,
2706,129.167916,205.476191,92.738095,395.26190499999996,28.841983000000003,1,0,
3083,139.076316,243.083333,115.70833300000001,747.0,20.899520000000003,1,0,
2760,129.857644,275.8,146.855556,645.7888889999999,33.406040999999995,1,0,
2605,117.67052,239.58461499999999,112.369231,803.476923,26.724515999999998,1,0,
826,93.203125,364.0,235.0,490.0,101.56617299999999,1,0,
59,126.739726,203.391304,129.904348,390.81739100000004,20.635785000000002,1,1,
3825,129.01566499999998,236.55184,130.869565,375.852843,29.515514000000003,1,0,
4105,122.466921,250.96969700000002,150.257576,466.227273,30.577127,1,0,
2261,118.548354,272.770492,134.163934,765.770492,25.523953,1,0,
3554,132.288221,252.68,111.72,799.16,29.098069,1,0,
265,156.083333,228.0,103.0,725.0,24.828859,1,0,
3966,114.452381,428.04761900000005,278.0,518.0,118.857105,1,0,
999,124.98863600000001,235.0,123.392857,407.96428599999996,14.498064999999999,1,0,
3146,130.433502,249.23826699999998,114.617329,726.6787,9.28077,1,0,
910,130.65625,262.0,118.0,793.0,32.499038,1,0,
1873,120.62771699999999,211.130435,92.95652199999999,622.0,29.968792999999998,1,0,
1340,125.896414,209.75,90.25,477.25,33.806203000000004,1,0,
2654,123.71925900000001,275.178571,163.628571,462.05,14.979578,1,0,
4502,120.982699,209.561644,121.438356,461.97260300000005,19.340865,1,1,
528,113.85416699999999,221.333333,97.666667,504.333333,7.874008,1,0,
2126,148.2175,218.68,95.8,604.0,36.117585999999996,1,0,
2753,142.510417,188.333333,86.833333,450.0,20.087828,1,0,
599,131.289063,240.708333,109.91666699999999,786.541667,14.696879000000001,1,0,
2459,120.79017900000001,199.428571,94.07142900000001,402.142857,17.66641,1,0,
2935,137.929237,195.529412,81.67647099999999,296.52941200000004,13.537242,1,0,
4175,128.984791,491.51515199999994,498.36363600000004,768.7272730000001,28.168422999999997,1,0,
839,101.300595,534.809524,398.428571,605.952381,27.311838,1,0,
4122,121.35416699999999,327.416667,238.25,330.5,100.217125,1,0,
2019,114.92436200000002,240.203125,116.84375,602.171875,26.74036,1,0,
1613,124.28906299999998,262.125,122.625,815.25,21.148779,1,0,
4300,115.72363600000001,202.14876,91.92562,475.38016500000003,28.354128000000003,1,0,
1005,143.07766999999998,424.923077,330.923077,460.76923099999993,34.414803000000006,1,0,
2900,130.45614,214.73529399999998,95.95588199999999,494.79411799999997,33.338865000000006,1,0,
3133,138.484849,222.0,99.448276,486.89655199999993,20.283602,1,0,
1973,120.23376599999999,211.779221,95.454545,583.441558,34.538374,1,0,
4497,138.575646,188.308824,78.92647099999999,292.86764700000003,16.814632,1,0,
807,128.949219,245.25,129.5,507.75,18.659678,1,0,
865,129.215429,291.976744,160.046512,462.790698,31.720384999999997,1,0,
598,145.05625,252.8,115.8,801.4,14.548195999999999,1,0,
458,137.45,228.2,105.9,659.4,20.596116000000002,1,0,
668,145.535211,202.0,90.0,325.0,18.807669,1,0,
4655,133.558559,208.89285700000002,113.142857,458.39285700000005,29.556652000000003,1,1,
2688,109.853293,244.595238,115.142857,748.928571,13.629367000000002,1,0,
4558,106.83796299999999,193.666667,83.296296,512.37037,34.459137,1,0,
3422,104.712644,224.454546,112.63636399999999,495.454546,16.659447,1,0,
4225,129.09063,233.276423,117.77235800000001,528.691057,34.513665,1,0,
1567,114.434124,214.873684,96.410526,699.778947,22.805660999999997,1,0,
4298,122.31084299999999,192.346154,79.730769,465.923077,49.164619,1,0,
785,130.34796200000002,245.15,121.15,634.575,29.350937,1,0,
2337,142.272727,205.181818,91.727273,457.18181799999996,15.648515,1,0,
818,122.462651,340.807692,251.538462,448.807692,17.142459,1,0,
1186,135.12605,209.333333,94.533333,536.466667,38.743602,1,0,
934,134.527778,211.0,93.222222,486.666667,19.094712,1,0,
2822,134.727848,245.9,129.0,280.3,18.629278,1,0,
2185,132.430929,214.145631,99.097087,609.5631070000001,23.36655,1,0,
4479,126.370618,212.57894700000003,127.947368,546.31579,18.981182999999998,1,1,
3804,110.0,239.571429,131.77551,449.061225,23.221135999999998,1,0,
579,118.97058799999999,244.0,113.65306100000001,858.2244900000001,29.165258,1,0,
1955,132.137529,182.222222,92.740741,381.037037,35.23186,1,0,
53,122.79783400000001,202.342857,132.485714,322.28571400000004,15.835378,1,1,
1455,110.457237,231.0,100.0,517.842105,14.784322,1,0,
1496,138.178133,191.411765,83.92156899999999,348.176471,13.638125,1,0,
589,144.863821,207.258065,95.290323,520.1935480000001,14.384998999999999,1,0,
456,148.625,221.0,98.14285699999999,663.285714,30.347646,1,0,
1046,71.71875,309.0,223.0,425.0,13.5,1,0,
2251,128.258333,215.26666699999998,92.6,395.333333,34.009803000000005,1,0,
4399,113.96354199999999,195.055556,106.58333300000001,303.72222200000004,24.091582,1,1,
380,130.69108300000002,237.13559300000003,112.23728799999999,786.40678,23.919992999999998,1,0,
182,136.448819,204.4375,94.0,665.71875,23.847088,1,0,
2260,106.46296299999999,181.529412,74.88235300000001,271.705882,13.070212,1,0,
4746,127.859048,205.272727,93.818182,716.181818,23.71169,1,0,
2471,105.18543100000001,219.526316,98.684211,693.421053,24.130072,1,0,
4681,140.156951,225.714286,137.28571399999998,622.285714,19.997066,1,1,
1160,130.364173,179.625,76.875,328.875,23.327827,1,0,
2641,150.996296,218.11764700000003,99.70588199999999,735.647059,25.295348999999998,1,0,
